                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     60,                0.57972,                0.74351,                 1.2079,                0.06296,                0.87952,                0.39549,                0.29293,                 1.0163,                 2.1431,                 1.7201,               0.004159,               0.004159,               0.004159
                     60,                 1.0265,                0.55616,                   1.02,                  0.131,                0.97761,                0.93451,                0.49819,                 1.4983,                0.84195,                 2.0835,               0.004159,               0.004159,               0.004159
                     61,                0.57273,                0.70942,                 1.1815,                0.06376,                0.86378,                0.35595,                0.25988,                 1.0733,                 2.8305,                 1.7823,                0.00406,                0.00406,                0.00406
                     61,                 1.0376,                0.54629,                 1.0148,                0.20308,                0.98507,                0.92874,                   0.49,                 1.4515,                0.81778,                 1.9549,                0.00406,                0.00406,                0.00406
                     62,                0.57411,                0.70654,                 1.1903,                0.07251,                0.88606,                 0.3558,                0.25492,                 1.0389,                 2.6761,                 1.7737,               0.003961,               0.003961,               0.003961
                     62,                 1.0235,                0.54154,                   1.01,                 0.1982,                0.98507,                0.93637,                0.51555,                 1.4129,                0.78393,                 1.9447,               0.003961,               0.003961,               0.003961
                     63,                0.57077,                0.67886,                  1.177,                0.05959,                0.88883,                0.42113,                0.31377,                 1.0318,                 2.3883,                  1.731,               0.003862,               0.003862,               0.003862
                     63,                  1.009,                0.53911,                 1.0032,                0.16233,                0.97761,                0.93611,                0.50709,                 1.4402,                0.82017,                 1.9987,               0.003862,               0.003862,               0.003862
                     64,                0.57033,                0.69179,                 1.1922,                0.06551,                0.88116,                0.40315,                0.29755,                 1.0424,                 2.4491,                  1.738,               0.003763,               0.003763,               0.003763
                     64,                0.98954,                0.52767,                0.99942,                0.21906,                0.97761,                  0.944,                0.51776,                 1.4049,                0.74975,                 1.9611,               0.003763,               0.003763,               0.003763
                     65,                 0.5588,                0.69171,                 1.1757,                0.06095,                  0.901,                0.44373,                0.32543,                   1.08,                  2.166,                 1.7679,               0.003664,               0.003664,               0.003664
                     65,                0.99478,                0.52664,                 1.0112,                0.21036,                0.97015,                0.92556,                0.49086,                 1.4576,                0.80586,                 2.0054,               0.003664,               0.003664,               0.003664
                     66,                0.55773,                0.67387,                 1.1696,                0.06455,                0.87431,                0.45616,                0.33282,                 1.0335,                 2.3005,                 1.7505,               0.003565,               0.003565,               0.003565
                     66,                0.99306,                0.53091,                 1.0006,                0.23993,                0.97761,                 0.9422,                0.54346,                 1.4086,                0.73722,                 1.9204,               0.003565,               0.003565,               0.003565
                     67,                 0.5494,                0.66461,                 1.1675,                0.06498,                0.85431,                0.40315,                0.29024,                 1.0426,                 2.5852,                 1.7531,               0.003466,               0.003466,               0.003466
                     67,                 1.0088,                0.52925,                 1.0008,                0.26477,                0.97015,                0.93082,                0.50826,                 1.4614,                0.78409,                 2.0075,               0.003466,               0.003466,               0.003466
                     68,                0.55304,                 0.6637,                 1.1625,                0.06466,                0.88564,                0.41651,                0.30227,                 1.0726,                 2.4418,                 1.7609,               0.003367,               0.003367,               0.003367
                     68,                 0.9733,                0.51687,                0.99376,                0.21222,                0.98507,                0.95038,                0.51588,                 1.4755,                0.76881,                  2.029,               0.003367,               0.003367,               0.003367
                     69,                0.54792,                  0.657,                 1.1566,                0.06249,                  0.863,                0.37952,                0.28075,                 1.0634,                 2.6653,                 1.7609,               0.003268,               0.003268,               0.003268
                     69,                0.98285,                0.53484,                 1.0048,                0.21797,                0.97761,                0.92994,                0.52574,                 1.4117,                0.73504,                 1.9624,               0.003268,               0.003268,               0.003268
                     70,                0.53211,                0.62677,                 1.1454,                0.06906,                0.89698,                0.44871,                0.32886,                 1.0582,                  2.587,                 1.7472,               0.003169,               0.003169,               0.003169
                     70,                0.95777,                0.50699,                0.99211,                0.25333,                0.99254,                0.95698,                0.53242,                 1.4504,                0.75587,                 2.0124,               0.003169,               0.003169,               0.003169
                     71,                0.54388,                0.65913,                 1.1651,                0.07115,                0.87434,                0.42234,                0.31695,                 1.0263,                 2.2567,                 1.7428,                0.00307,                0.00307,                0.00307
                     71,                0.96408,                0.50978,                0.99367,                0.22165,                0.96269,                0.92638,                0.50735,                 1.4882,                0.74036,                 2.0797,                0.00307,                0.00307,                0.00307
                     72,                0.53022,                0.64914,                 1.1531,                0.07203,                0.88727,                0.37584,                0.27765,                  1.006,                 2.4331,                  1.708,               0.002971,               0.002971,               0.002971
