                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     80,                0.34551,                0.35206,                0.96612,                0.17479,                0.87936,                0.52261,                0.42712,                0.73651,                 2.0749,                 1.4072,               0.002179,               0.002179,               0.002179
                     80,                0.73196,                0.39336,                0.90885,                0.49259,                0.99254,                0.95519,                0.57935,                 1.4572,                0.66235,                 2.3317,               0.002179,               0.002179,               0.002179
                     81,                0.36439,                0.37036,                0.97969,                0.16073,                0.92322,                0.51668,                0.43048,                0.71778,                 1.9605,                 1.3856,                0.00208,                0.00208,                0.00208
                     81,                0.72319,                0.39812,                0.90793,                0.44295,                0.98507,                0.95894,                0.57893,                 1.4605,                0.64085,                 2.3769,                0.00208,                0.00208,                0.00208
                     82,                0.35031,                0.36383,                0.97093,                0.16444,                0.87613,                0.50759,                 0.4204,                0.70971,                 2.2906,                 1.3876,               0.001981,               0.001981,               0.001981
                     82,                0.70838,                0.38703,                0.88914,                0.45833,                0.98507,                0.95416,                0.57968,                 1.5195,                0.68014,                  2.417,               0.001981,               0.001981,               0.001981
                     83,                0.34831,                0.35367,                0.96599,                0.16631,                0.87905,                0.52054,                0.43768,                0.70104,                 2.3851,                 1.3767,               0.001882,               0.001882,               0.001882
                     83,                 0.7156,                0.39572,                 0.8965,                0.51562,                0.98507,                0.96476,                0.58632,                 1.4441,                0.63529,                 2.2337,               0.001882,               0.001882,               0.001882
                     84,                 0.3523,                0.35967,                0.97435,                0.17037,                0.85757,                0.51051,                0.42727,                0.71533,                 2.3033,                 1.3794,               0.001783,               0.001783,               0.001783
                     84,                0.71526,                0.39032,                0.90449,                0.56897,                0.98507,                0.96581,                0.59663,                 1.4343,                0.62336,                 2.3627,               0.001783,               0.001783,               0.001783
                     85,                0.34935,                0.36217,                0.96573,                0.16973,                0.87899,                 0.5154,                0.43132,                0.72359,                 2.2823,                 1.3919,               0.001684,               0.001684,               0.001684
                     85,                0.70888,                0.38591,                0.89612,                0.52381,                0.98507,                0.95987,                0.58625,                 1.4316,                0.65167,                 2.3075,               0.001684,               0.001684,               0.001684
                     86,                0.35094,                0.34969,                0.96891,                0.16715,                0.84582,                0.51316,                0.43368,                0.70888,                  2.306,                 1.3761,               0.001585,               0.001585,               0.001585
                     86,                0.71409,                0.38818,                0.90535,                0.44558,                0.97761,                0.96007,                0.59675,                 1.4172,                0.60489,                 2.2782,               0.001585,               0.001585,               0.001585
                     87,                0.33913,                0.34518,                 0.9618,                0.16686,                 0.8705,                0.50842,                0.42704,                0.72709,                 2.2675,                 1.3962,               0.001486,               0.001486,               0.001486
                     87,                0.70693,                0.38235,                0.89226,                0.55274,                0.97761,                0.96157,                0.59853,                 1.4037,                0.64306,                 2.3007,               0.001486,               0.001486,               0.001486
                     88,                0.34046,                0.34895,                0.95824,                0.16566,                 0.8709,                0.51142,                0.42711,                  0.695,                 2.2642,                 1.3629,               0.001387,               0.001387,               0.001387
                     88,                0.69102,                0.37501,                0.88571,                0.53469,                0.97761,                0.96118,                0.58031,                 1.4672,                0.64159,                 2.3284,               0.001387,               0.001387,               0.001387
                     89,                0.33036,                0.33179,                0.95545,                0.16324,                0.84735,                0.52473,                0.43923,                0.72059,                 2.2978,                 1.3863,               0.001288,               0.001288,               0.001288
                     89,                0.68237,                 0.3762,                0.89109,                0.53036,                0.97761,                0.95771,                0.58439,                 1.4186,                0.64886,                 2.2696,               0.001288,               0.001288,               0.001288
                     90,                0.34077,                  0.344,                0.96306,                0.17025,                0.85879,                0.52931,                0.44322,                0.71947,                 2.3533,                 1.3924,               0.001189,               0.001189,               0.001189
                     90,                0.68935,                0.37917,                 0.8899,                0.56957,                0.97761,                  0.959,                0.58894,                 1.4293,                0.65072,                 2.3288,               0.001189,               0.001189,               0.001189
                     91,                0.33051,                0.33333,                0.95612,                0.16884,                0.88303,                0.51159,                0.42586,                0.71406,                 2.4731,                 1.3864,                0.00109,                0.00109,                0.00109
                     91,                0.67362,                0.36827,                 0.8857,                0.56332,                0.96269,                0.95275,                0.57587,                 1.4454,                0.62742,                 2.3431,                0.00109,                0.00109,                0.00109
                     92,                0.33068,                0.32751,                  0.958,                0.16823,                0.88021,                 0.5185,                0.43358,                0.71861,                 2.3179,                 1.3774,               0.000991,               0.000991,               0.000991
                     92,                0.66936,                0.36623,                0.88562,                0.56277,                0.97015,                0.95756,                 0.6042,                 1.4043,                 0.6174,                 2.3051,               0.000991,               0.000991,               0.000991
                     93,                 0.3354,                0.33065,                0.97049,                 0.1764,                0.85757,                0.53222,                0.44371,                0.71275,                 2.3356,                 1.3868,               0.000892,               0.000892,               0.000892
                     93,                0.66636,                0.37019,                0.88892,                0.55745,                0.97761,                0.96146,                0.60217,                 1.4061,                 0.6215,                 2.2311,               0.000892,               0.000892,               0.000892
                     94,                0.32834,                0.33228,                0.95626,                0.17445,                0.85717,                 0.5141,                0.43027,                0.69664,                 2.3153,                 1.3564,               0.000793,               0.000793,               0.000793
                     94,                0.66899,                0.37227,                0.88841,                0.51373,                0.97761,                0.95956,                0.59728,                 1.4162,                0.62648,                 2.2837,               0.000793,               0.000793,               0.000793
                     95,                0.32937,                0.33342,                0.96078,                0.16909,                0.87172,                0.50656,                0.42216,                0.69781,                 2.3038,                 1.3655,               0.000694,               0.000694,               0.000694
                     95,                0.65696,                0.36576,                0.88785,                0.51969,                0.98507,                0.95999,                0.59592,                 1.4298,                0.61801,                 2.2877,               0.000694,               0.000694,               0.000694
                     96,                0.31955,                0.31982,                0.95207,                0.17443,                0.87172,                 0.5213,                 0.4345,                0.70946,                  2.254,                 1.3709,               0.000595,               0.000595,               0.000595
                     96,                0.64336,                0.36435,                 0.8844,                 0.4125,                0.98507,                0.96087,                0.58843,                 1.4269,                0.63946,                 2.2823,               0.000595,               0.000595,               0.000595
                     97,                0.32167,                0.32577,                0.95227,                0.16799,                 0.8709,                0.52401,                0.44324,                0.70897,                 2.2138,                 1.3775,               0.000496,               0.000496,               0.000496
                     97,                0.64554,                0.36174,                0.88508,                0.42951,                0.97761,                0.95748,                0.58337,                 1.4118,                0.63919,                 2.2643,               0.000496,               0.000496,               0.000496
                     98,                0.31884,                0.32249,                0.94648,                 0.1747,                0.85423,                0.51923,                0.43668,                  0.684,                 2.2447,                 1.3472,               0.000397,               0.000397,               0.000397
                     98,                0.64939,                0.36215,                  0.884,                0.50769,                0.98507,                0.95925,                0.58952,                 1.4252,                0.65582,                  2.358,               0.000397,               0.000397,               0.000397
                     99,                0.31618,                0.31853,                0.94914,                0.17667,                0.85879,                0.52192,                0.43921,                0.69324,                 2.1622,                 1.3624,               0.000298,               0.000298,               0.000298
                     99,                0.63141,                0.35687,                 0.8865,                0.45205,                0.98507,                0.95924,                0.59674,                 1.4119,                 0.6361,                 2.3163,               0.000298,               0.000298,               0.000298
