                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                 1.2719,                 0.7134,                 1.1253,                0.14915,                0.98507,                0.89611,                0.46805,                 1.7156,                0.95725,                 2.3237,               0.008416,               0.008416,               0.008416
                     18,                0.61823,                0.92025,                 1.2103,                 0.0224,                0.94747,                0.39794,                0.30471,                0.90175,                 1.9815,                 1.6095,               0.008317,               0.008317,               0.008317
                     18,                 1.2549,                0.70745,                 1.1073,                0.13065,                0.99254,                0.90174,                0.46655,                 1.6888,                0.89448,                  2.315,               0.008317,               0.008317,               0.008317
                     19,                0.61053,                0.91039,                 1.1994,                0.04086,                0.96564,                0.42018,                0.32329,                0.90287,                  2.199,                 1.5826,               0.008218,               0.008218,               0.008218
                     19,                 1.2626,                0.69917,                 1.1158,                 0.1726,                0.97761,                0.90507,                0.50065,                  1.442,                 0.8694,                 1.9195,               0.008218,               0.008218,               0.008218
                     20,                0.58955,                0.84357,                 1.1718,                0.06122,                0.93941,                0.44005,                0.33842,                0.92162,                 1.8666,                 1.5974,               0.008119,               0.008119,               0.008119
                     20,                 1.2313,                0.67002,                 1.0983,                0.19096,                0.97761,                0.91909,                0.51856,                 1.5453,                0.82343,                 2.0119,               0.008119,               0.008119,               0.008119
                     21,                0.58217,                0.82827,                 1.1707,                0.03338,                0.96242,                0.44868,                0.35043,                0.85388,                  1.893,                 1.5293,                0.00802,                0.00802,                0.00802
                     21,                 1.2013,                 0.6641,                 1.0943,                0.13907,                0.97761,                0.91411,                0.50701,                 1.5096,                0.85325,                  1.967,                0.00802,                0.00802,                0.00802
                     22,                0.58179,                0.82346,                 1.1483,                 0.0468,                0.92118,                0.43128,                 0.3255,                0.90079,                 2.0519,                 1.6147,               0.007921,               0.007921,               0.007921
                     22,                 1.1956,                0.65953,                 1.0758,                0.24953,                0.99254,                0.91866,                0.47727,                 1.6526,                0.85751,                 2.2564,               0.007921,               0.007921,               0.007921
                     23,                0.57143,                0.77327,                 1.1482,                0.05312,                0.94141,                0.39804,                0.31101,                0.80433,                 2.1085,                 1.4953,               0.007822,               0.007822,               0.007822
                     23,                 1.2208,                 0.6635,                 1.0937,                0.17742,                0.98507,                0.90497,                0.48855,                 1.4849,                0.89458,                 1.9438,               0.007822,               0.007822,               0.007822
                     24,                0.56232,                0.75208,                 1.1414,                0.04696,                0.94178,                0.46448,                0.36638,                0.85174,                 2.1132,                 1.5442,               0.007723,               0.007723,               0.007723
                     24,                 1.1979,                0.65229,                 1.0682,                 0.1511,                0.97761,                0.89942,                0.43767,                 1.4573,                0.82007,                 1.9637,               0.007723,               0.007723,               0.007723
                     25,                0.55597,                0.73827,                 1.1395,                0.05461,                0.94705,                0.44933,                0.33495,                0.84345,                 2.1519,                 1.5449,               0.007624,               0.007624,               0.007624
                     25,                 1.1342,                0.62248,                 1.0567,                0.13646,                0.97761,                0.91995,                0.51425,                  1.531,                0.86063,                 2.0226,               0.007624,               0.007624,               0.007624
                     26,                0.56678,                0.74077,                  1.138,                0.07473,                0.94342,                0.45787,                0.36562,                0.86584,                 1.9493,                 1.5335,               0.007525,               0.007525,               0.007525
                     26,                 1.1339,                0.62734,                 1.0607,                0.28728,                0.97761,                 0.9072,                0.51399,                 1.6354,                0.83591,                  2.161,               0.007525,               0.007525,               0.007525
                     27,                 0.5527,                0.71634,                 1.1349,                0.04588,                0.95554,                0.47636,                0.37344,                0.80255,                 2.0566,                 1.4797,               0.007426,               0.007426,               0.007426
                     27,                 1.1279,                0.61174,                  1.053,                0.20668,                0.97015,                0.84692,                0.47962,                 1.5126,                0.84472,                 1.9745,               0.007426,               0.007426,               0.007426
                     28,                0.53743,                0.70259,                 1.1254,                0.07321,                0.94748,                0.40756,                0.32016,                0.91712,                 2.2588,                 1.5817,               0.007327,               0.007327,               0.007327
                     28,                 1.0989,                0.59309,                  1.044,                 0.3217,                0.96269,                0.92557,                0.52812,                 1.5676,                0.81111,                 2.1077,               0.007327,               0.007327,               0.007327
                     29,                0.53812,                0.69686,                 1.1192,                0.06902,                0.93411,                0.48394,                0.37556,                0.88994,                 1.8802,                  1.554,               0.007228,               0.007228,               0.007228
                     29,                 1.1118,                0.59693,                 1.0506,                0.39752,                0.95522,                0.89335,                0.50943,                 1.4858,                0.80943,                 2.0153,               0.007228,               0.007228,               0.007228
                     30,                0.52086,                0.64901,                 1.1114,                0.08135,                0.93374,                0.49401,                0.39551,                0.79658,                 2.1242,                 1.4668,               0.007129,               0.007129,               0.007129
                     30,                 1.0951,                0.57506,                 1.0379,                0.18669,                0.96269,                0.88845,                0.51246,                 1.5201,                0.82285,                 2.0135,               0.007129,               0.007129,               0.007129
                     31,                0.51862,                0.64364,                 1.1044,                0.06148,                0.91956,                0.44513,                0.35352,                0.91942,                 2.1447,                 1.6192,                0.00703,                0.00703,                0.00703
                     31,                 1.0987,                0.56729,                 1.0293,                0.23723,                0.97015,                0.90025,                0.51442,                  1.496,                0.79143,                  2.057,                0.00703,                0.00703,                0.00703
                     32,                0.52288,                0.64769,                 1.0994,                0.09102,                0.96242,                0.48582,                0.38078,                0.80477,                 2.0088,                 1.4858,               0.006931,               0.006931,               0.006931
                     32,                 1.0872,                0.57584,                 1.0448,                0.27083,                0.97015,                0.89983,                0.51717,                 1.5164,                0.78683,                 2.0624,               0.006931,               0.006931,               0.006931
                     33,                0.51435,                 0.6361,                 1.0962,                0.07216,                0.93615,                0.51976,                0.42033,                0.79803,                 2.0892,                  1.474,               0.006832,               0.006832,               0.006832
                     33,                 1.0544,                0.56082,                 1.0312,                0.20185,                0.97761,                0.93692,                0.52187,                 1.5287,                0.76782,                 2.1584,               0.006832,               0.006832,               0.006832
                     34,                0.50747,                0.62331,                 1.0864,                0.09759,                0.89792,                0.51168,                0.40844,                 0.8341,                 2.1069,                  1.524,               0.006733,               0.006733,               0.006733
                     34,                 1.0608,                 0.5649,                  1.022,                0.30374,                0.97015,                0.92073,                0.55448,                 1.3948,                0.75679,                 1.9172,               0.006733,               0.006733,               0.006733
                     35,                0.48599,                0.58897,                  1.078,                0.08944,                0.90092,                0.52428,                 0.4197,                0.81198,                  1.897,                  1.485,               0.006634,               0.006634,               0.006634
                     35,                 1.0366,                0.54702,                 1.0192,                0.36667,                0.98507,                0.94072,                0.55765,                 1.4284,                0.67988,                  2.019,               0.006634,               0.006634,               0.006634
                     36,                0.49952,                0.60422,                 1.0844,                0.09005,                0.91959,                0.45154,                0.36666,                0.77341,                  2.287,                 1.4363,               0.006535,               0.006535,               0.006535
                     36,                 1.0366,                0.55874,                 1.0199,                0.33938,                0.97761,                0.91691,                0.54419,                   1.38,                0.71304,                 1.9164,               0.006535,               0.006535,               0.006535
                     37,                0.49853,                0.59636,                 1.0826,                0.06887,                0.93129,                0.51186,                0.40731,                0.79555,                 2.2012,                  1.474,               0.006436,               0.006436,               0.006436
                     37,                 1.0346,                0.54302,                 1.0084,                0.29698,                0.95522,                0.90859,                0.56086,                 1.3964,                0.72863,                 1.9822,               0.006436,               0.006436,               0.006436
                     38,                0.49793,                0.57982,                   1.08,                0.06736,                0.92231,                0.46171,                0.38469,                0.76777,                 1.9929,                 1.4451,               0.006337,               0.006337,               0.006337
                     38,                 1.0014,                 0.5335,                 1.0077,                0.23063,                0.95522,                0.89422,                0.54629,                 1.3345,                0.71863,                 1.8665,               0.006337,               0.006337,               0.006337
                     39,                 0.4939,                0.57416,                 1.0727,                0.06904,                 0.9106,                0.49268,                0.40147,                0.80955,                 1.9117,                 1.5003,               0.006238,               0.006238,               0.006238
                     39,                 1.0035,                0.52701,                0.99286,                0.19692,                0.95522,                0.93014,                0.55942,                 1.4537,                0.72265,                 2.0742,               0.006238,               0.006238,               0.006238
                     40,                 0.4885,                0.58095,                  1.077,                 0.0839,                0.87845,                0.48048,                0.39011,                0.76502,                 2.3018,                 1.4608,               0.006139,               0.006139,               0.006139
                     40,                 1.0206,                0.53517,                 1.0073,                0.23199,                0.98507,                0.92765,                0.53204,                 1.4864,                0.74884,                 2.0444,               0.006139,               0.006139,               0.006139
                     41,                0.48675,                0.57429,                 1.0737,                0.10612,                0.87848,                0.44354,                0.35432,                0.76144,                 2.2965,                  1.462,                0.00604,                0.00604,                0.00604
                     41,                 1.0051,                 0.5328,                0.99424,                0.31265,                0.97761,                0.93996,                0.56664,                 1.3344,                0.72226,                 1.8909,                0.00604,                0.00604,                0.00604
                     42,                0.47617,                0.55909,                 1.0705,                0.08619,                0.96887,                0.48053,                0.38282,                0.84037,                 2.0514,                 1.5153,               0.005941,               0.005941,               0.005941
                     42,                  0.986,                0.52195,                0.99165,                 0.3649,                0.97761,                0.91807,                0.52814,                 1.6015,                0.76903,                 2.2507,               0.005941,               0.005941,               0.005941
                     43,                 0.4661,                0.55172,                 1.0513,                0.10164,                 0.8789,                0.42774,                0.34012,                0.84584,                 2.3171,                 1.5109,               0.005842,               0.005842,               0.005842
                     43,                0.97593,                0.51888,                0.99982,                 0.3589,                0.97761,                0.92437,                0.53518,                 1.4468,                0.75989,                 2.0401,               0.005842,               0.005842,               0.005842
                     44,                0.46024,                0.53063,                 1.0498,                0.11128,                0.91912,                0.49636,                0.40061,                 0.7903,                 2.1961,                 1.5023,               0.005743,               0.005743,               0.005743
                     44,                0.98912,                0.51511,                 0.9885,                0.41853,                0.97761,                0.93187,                0.54989,                  1.453,                0.77152,                 2.0689,               0.005743,               0.005743,               0.005743
                     45,                0.46712,                0.52713,                 1.0518,                 0.0969,                0.93697,                0.51984,                0.42266,                0.77456,                 1.7559,                 1.4636,               0.005644,               0.005644,               0.005644
                     45,                0.96053,                 0.5108,                0.98971,                0.36288,                0.97761,                0.92546,                0.55301,                  1.505,                0.72138,                 2.2005,               0.005644,               0.005644,               0.005644
                     46,                0.45357,                0.52231,                 1.0446,                0.10843,                0.88253,                0.51555,                0.42067,                0.74231,                 2.0534,                 1.4131,               0.005545,               0.005545,               0.005545
                     46,                0.97043,                0.51266,                0.97856,                0.48327,                0.97015,                0.94854,                 0.5391,                 1.5377,                0.73553,                 2.3604,               0.005545,               0.005545,               0.005545
                     47,                 0.4651,                 0.5353,                 1.0492,                0.11032,                0.93374,                0.50282,                 0.4116,                0.76485,                 2.1723,                 1.4456,               0.005446,               0.005446,               0.005446
                     47,                0.95445,                0.51246,                0.98444,                0.48872,                0.97015,                0.89872,                0.52028,                 1.5207,                0.81656,                 2.2681,               0.005446,               0.005446,               0.005446
                     48,                 0.4558,                0.52105,                 1.0497,                0.07231,                0.89515,                0.47803,                0.36991,                0.79173,                 2.2071,                 1.4827,               0.005347,               0.005347,               0.005347
                     48,                0.94679,                0.49293,                0.96983,                0.33419,                0.97015,                0.90874,                  0.527,                 1.4412,                0.75116,                 2.0245,               0.005347,               0.005347,               0.005347
                     49,                0.44859,                0.50394,                 1.0363,                0.10198,                  0.913,                0.50188,                0.39262,                0.80996,                 2.1116,                 1.4941,               0.005248,               0.005248,               0.005248
                     49,                0.94546,                0.49704,                 0.9771,                0.34301,                0.97015,                0.92343,                0.53142,                 1.4987,                0.75882,                 2.2275,               0.005248,               0.005248,               0.005248
                     50,                0.43456,                0.48688,                 1.0281,                0.11172,                  0.913,                0.49797,                0.39616,                0.74371,                 2.1401,                   1.43,               0.005149,               0.005149,               0.005149
                     50,                0.92887,                0.49598,                0.96453,                0.40432,                0.97761,                0.94614,                0.57421,                 1.4595,                0.71775,                 2.1698,               0.005149,               0.005149,               0.005149
                     51,                0.43602,                0.49347,                 1.0327,                0.13571,                0.91674,                0.50121,                0.39838,                0.78634,                 2.2079,                 1.4637,                0.00505,                0.00505,                0.00505
                     51,                 0.9036,                0.48733,                 0.9693,                0.48708,                0.98507,                  0.941,                 0.5534,                 1.5036,                0.68697,                 2.1664,                0.00505,                0.00505,                0.00505
                     52,                0.43436,                0.48917,                 1.0283,                0.11087,                  0.913,                0.51622,                0.40989,                0.82106,                 1.9151,                 1.5057,               0.004951,               0.004951,               0.004951
                     52,                0.93568,                0.48696,                0.97064,                0.40061,                0.97761,                0.94669,                0.55942,                 1.4974,                0.71094,                 2.1124,               0.004951,               0.004951,               0.004951
                     53,                0.42814,                0.47563,                 1.0196,                0.11622,                0.88985,                0.49685,                0.39135,                0.78884,                 2.2756,                 1.4771,               0.004852,               0.004852,               0.004852
                     53,                0.88785,                0.47681,                0.95989,                0.39339,                0.97761,                0.94845,                0.56817,                 1.4445,                0.73161,                 2.0831,               0.004852,               0.004852,               0.004852
                     54,                0.42994,                0.47572,                 1.0223,                0.12304,                0.87695,                0.47528,                0.37994,                0.75646,                  2.289,                 1.4244,               0.004753,               0.004753,               0.004753
                     54,                0.88489,                0.47282,                0.96279,                0.45993,                0.98507,                0.94962,                0.58297,                 1.4453,                0.64737,                 2.1262,               0.004753,               0.004753,               0.004753
                     55,                0.42763,                0.47079,                 1.0218,                0.10841,                0.85502,                0.45934,                0.37536,                0.74292,                 2.3449,                 1.4413,               0.004654,               0.004654,               0.004654
                     55,                0.89049,                0.46686,                0.96529,                0.52632,                0.97015,                0.94654,                0.57587,                 1.5132,                0.66234,                 2.1258,               0.004654,               0.004654,               0.004654
                     56,                 0.4161,                0.45857,                 1.0117,                0.10867,                0.86552,                0.51405,                 0.4171,                0.78309,                 2.3887,                 1.4465,               0.004555,               0.004555,               0.004555
                     56,                0.90376,                0.47692,                0.96359,                0.49624,                0.98507,                0.95462,                0.55932,                 1.4809,                0.68769,                 2.1351,               0.004555,               0.004555,               0.004555
                     57,                0.42371,                0.46448,                  1.019,                0.10832,                0.89877,                0.53733,                0.44155,                0.74388,                 2.0881,                 1.4135,               0.004456,               0.004456,               0.004456
                     57,                0.87219,                0.46558,                0.95452,                0.36288,                0.97761,                0.94851,                0.56967,                 1.4517,                0.67513,                 2.1694,               0.004456,               0.004456,               0.004456
                     58,                0.42561,                0.45562,                  1.021,                0.10894,                0.93414,                0.52822,                0.43314,                0.73719,                 2.0471,                 1.4195,               0.004357,               0.004357,               0.004357
                     58,                0.86707,                0.46952,                0.95372,                0.30254,                0.97761,                0.93581,                0.55973,                 1.4629,                0.69158,                 2.1979,               0.004357,               0.004357,               0.004357
                     59,                 0.4252,                0.46375,                 1.0175,                0.12828,                0.88058,                0.51775,                0.42327,                0.74909,                 2.4124,                 1.4077,               0.004258,               0.004258,               0.004258
                     59,                 0.8854,                0.46692,                0.95825,                0.40367,                0.98507,                0.94095,                0.55839,                 1.4571,                0.67491,                 2.1322,               0.004258,               0.004258,               0.004258
                     60,                0.41703,                0.44228,                 1.0201,                0.12661,                0.89877,                0.51624,                0.43216,                 0.7186,                 2.4211,                 1.3818,               0.004159,               0.004159,               0.004159
                     60,                0.87172,                0.46693,                0.95107,                0.46316,                0.98507,                 0.9509,                0.56354,                 1.4887,                0.71014,                 2.2799,               0.004159,               0.004159,               0.004159
                     61,                0.40284,                  0.442,                0.99771,                0.11897,                0.90726,                0.45076,                0.37199,                0.72556,                 2.2379,                 1.4064,                0.00406,                0.00406,                0.00406
                     61,                0.86151,                0.45689,                0.94835,                0.38123,                0.97015,                0.94397,                0.55964,                 1.4385,                0.68285,                 2.0999,                0.00406,                0.00406,                0.00406
                     62,                0.41134,                0.44573,                 1.0063,                0.11825,                0.94345,                0.50587,                0.41516,                 0.7202,                 2.1564,                 1.3994,               0.003961,               0.003961,               0.003961
                     62,                0.84943,                0.44785,                0.93835,                0.46595,                0.97015,                0.93573,                0.57143,                  1.434,                0.66802,                 2.1503,               0.003961,               0.003961,               0.003961
                     63,                0.40054,                0.42358,                0.99676,                0.12893,                0.92444,                0.52433,                0.42943,                0.72332,                 2.3351,                 1.3961,               0.003862,               0.003862,               0.003862
                     63,                 0.8305,                0.44555,                 0.9301,                0.46154,                0.98507,                0.94865,                0.56647,                  1.436,                0.69435,                 2.1194,               0.003862,               0.003862,               0.003862
                     64,                0.40487,                0.43001,                  1.013,                0.11707,                0.90298,                 0.5315,                0.44255,                0.72535,                 2.1765,                  1.386,               0.003763,               0.003763,               0.003763
                     64,                0.82873,                 0.4452,                0.94021,                0.37249,                0.97015,                0.93969,                0.56048,                 1.4731,                 0.7123,                 2.2587,               0.003763,               0.003763,               0.003763
                     65,                0.39565,                0.41889,                 1.0021,                0.11866,                0.91592,                0.50412,                0.41778,                0.72024,                  2.205,                 1.3906,               0.003664,               0.003664,               0.003664
                     65,                0.82935,                0.44435,                0.94215,                0.39879,                0.98507,                0.95255,                0.56645,                 1.4703,                0.70823,                 2.2442,               0.003664,               0.003664,               0.003664
                     66,                0.39252,                0.41528,                0.99626,                0.14815,                0.91637,                0.52714,                0.44196,                0.74758,                 2.2741,                 1.4276,               0.003565,               0.003565,               0.003565
                     66,                0.81318,                0.43548,                0.92924,                 0.3484,                0.97761,                0.95195,                 0.5709,                 1.4725,                0.67787,                 2.1594,               0.003565,               0.003565,               0.003565
                     67,                0.38911,                0.41738,                0.99556,                0.13854,                0.86484,                0.48118,                0.38973,                0.76668,                 2.4414,                 1.4577,               0.003466,               0.003466,               0.003466
                     67,                 0.8244,                0.43852,                0.93322,                0.45172,                0.97761,                0.94321,                0.56695,                 1.5543,                0.71195,                 2.4556,               0.003466,               0.003466,               0.003466
                     68,                0.38665,                0.40316,                0.98201,                0.15086,                0.85754,                0.48547,                0.39841,                0.75689,                 2.2793,                 1.4251,               0.003367,               0.003367,               0.003367
                     68,                0.79612,                0.42649,                0.92778,                0.46909,                0.96269,                 0.9451,                0.58356,                 1.4732,                 0.7055,                 2.2695,               0.003367,               0.003367,               0.003367
                     69,                0.38963,                0.40879,                0.99087,                0.13643,                0.85799,                0.48055,                0.39575,                0.76154,                 2.5793,                 1.4381,               0.003268,               0.003268,               0.003268
                     69,                0.80314,                0.43622,                0.93022,                0.43667,                0.97761,                 0.9498,                0.58153,                 1.4695,                0.72745,                 2.2724,               0.003268,               0.003268,               0.003268
                     70,                0.37601,                0.38927,                0.97985,                0.15847,                 0.8357,                0.46418,                0.38788,                0.71521,                 2.5949,                 1.3695,               0.003169,               0.003169,               0.003169
                     70,                0.77703,                0.42253,                 0.9243,                0.50769,                0.98507,                0.95034,                0.56713,                 1.4968,                0.69773,                 2.3144,               0.003169,               0.003169,               0.003169
                     71,                0.38167,                0.40025,                0.98825,                0.16123,                0.91677,                0.52718,                0.43222,                0.76324,                 2.0519,                 1.4243,                0.00307,                0.00307,                0.00307
                     71,                0.79023,                0.42218,                0.92693,                 0.5261,                0.97761,                0.95745,                0.57307,                 1.4772,                0.68863,                 2.2553,                0.00307,                0.00307,                0.00307
                     72,                0.37869,                0.39973,                 0.9874,                0.11175,                0.87899,                  0.542,                0.44037,                0.73388,                 2.1021,                 1.4053,               0.002971,               0.002971,               0.002971
                     72,                0.79116,                0.41961,                0.92646,                0.45704,                0.99254,                0.96622,                0.58046,                 1.4415,                0.65784,                 2.1988,               0.002971,               0.002971,               0.002971
                     73,                0.39159,                0.40268,                0.99322,                0.13876,                0.86677,                0.54089,                0.44824,                0.71166,                 2.1418,                 1.4163,               0.002872,               0.002872,               0.002872
                     73,                0.78536,                 0.4178,                0.91135,                0.53659,                0.98507,                0.96568,                0.57502,                 1.4754,                0.68658,                 2.2762,               0.002872,               0.002872,               0.002872
                     74,                0.37606,                0.39314,                0.98985,                 0.1487,                0.86121,                0.48729,                0.40071,                0.75262,                 2.4715,                  1.431,               0.002773,               0.002773,               0.002773
                     74,                0.78363,                0.41729,                0.92596,                0.38757,                0.97761,                0.95736,                0.56381,                 1.4486,                0.67247,                 2.1965,               0.002773,               0.002773,               0.002773
                     75,                0.36663,                0.37307,                0.98074,                0.14985,                0.87132,                0.52014,                 0.4324,                0.73735,                 2.0568,                 1.4133,               0.002674,               0.002674,               0.002674
                     75,                 0.7817,                0.41479,                0.91015,                0.56223,                0.97761,                0.95262,                0.58612,                 1.4553,                0.63308,                 2.2297,               0.002674,               0.002674,               0.002674
                     76,                0.36819,                0.39422,                0.98779,                0.14112,                0.86399,                0.51787,                0.43148,                0.75745,                 2.1817,                 1.4244,               0.002575,               0.002575,               0.002575
                     76,                0.75388,                0.41206,                0.91694,                0.44108,                0.97761,                0.95922,                0.57536,                 1.4631,                0.71133,                  2.315,               0.002575,               0.002575,               0.002575
                     77,                0.38283,                0.38121,                0.99233,                0.13741,                0.86229,                0.52609,                0.43607,                0.71898,                 2.3136,                 1.3869,               0.002476,               0.002476,               0.002476
                     77,                0.75382,                0.40766,                0.91164,                0.50769,                0.98507,                0.95374,                0.55328,                 1.5458,                0.66699,                 2.4299,               0.002476,               0.002476,               0.002476
                     78,                0.36703,                0.38365,                 0.9788,                0.14231,                0.86473,                0.53418,                0.44192,                0.71295,                 2.3736,                 1.4025,               0.002377,               0.002377,               0.002377
                     78,                0.75722,                0.40951,                0.90406,                0.45238,                0.99254,                0.96132,                0.57092,                 1.4958,                0.68598,                 2.3002,               0.002377,               0.002377,               0.002377
                     79,                0.36366,                 0.3791,                 0.9788,                0.15896,                0.88839,                0.52302,                0.42837,                0.73911,                 2.3139,                 1.4198,               0.002278,               0.002278,               0.002278
                     79,                0.73732,                0.40198,                0.90344,                0.46316,                0.98507,                0.95455,                0.58526,                 1.4288,                0.63023,                 2.2628,               0.002278,               0.002278,               0.002278
