                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     77,                 0.9339,                0.49444,                0.98422,                0.26096,                0.97761,                0.92825,                0.49944,                 1.5799,                0.75031,                 2.2635,               0.002476,               0.002476,               0.002476
                     78,                0.52599,                0.61337,                 1.1383,                0.04997,                0.88809,                0.42555,                0.32396,                 1.0151,                 2.0831,                  1.712,               0.002377,               0.002377,               0.002377
                     78,                 0.9383,                0.49386,                0.96961,                0.20437,                0.97761,                0.92569,                0.48019,                 1.5952,                0.82495,                 2.2866,               0.002377,               0.002377,               0.002377
                     79,                0.52779,                0.61245,                 1.1421,                0.06886,                0.90016,                0.41796,                0.30826,                 0.9533,                 2.3356,                 1.6669,               0.002278,               0.002278,               0.002278
                     79,                 0.9197,                0.48986,                0.97369,                0.26243,                0.98507,                0.91472,                0.48739,                 1.5878,                0.84385,                 2.2444,               0.002278,               0.002278,               0.002278
                     80,                0.50418,                0.58269,                 1.1192,                  0.077,                0.89005,                0.44169,                0.32914,                 1.0394,                 2.1259,                 1.7436,               0.002179,               0.002179,               0.002179
                     80,                0.92017,                0.48502,                0.97491,                0.24304,                0.97761,                0.91335,                0.48321,                 1.5403,                0.76862,                 2.1808,               0.002179,               0.002179,               0.002179
                     81,                 0.5317,                0.61053,                 1.1397,                0.06436,                0.89362,                0.43289,                0.31782,                 1.0008,                  2.393,                 1.7186,                0.00208,                0.00208,                0.00208
                     81,                0.92592,                0.48209,                0.97964,                0.24953,                0.98507,                0.93861,                0.49709,                  1.556,                0.80798,                 2.2323,                0.00208,                0.00208,                0.00208
                     82,                0.50722,                0.58027,                 1.1285,                0.07459,                0.88846,                0.41374,                 0.3133,                 1.0043,                 2.5501,                 1.7033,               0.001981,               0.001981,               0.001981
                     82,                0.89272,                 0.4703,                0.95627,                0.32581,                0.97015,                0.93385,                0.50528,                 1.5677,                0.79092,                  2.185,               0.001981,               0.001981,               0.001981
                     83,                0.50352,                0.58119,                 1.1194,                0.07552,                 0.8718,                0.37124,                0.27495,                0.95335,                 2.6883,                 1.6591,               0.001882,               0.001882,               0.001882
                     83,                0.89825,                 0.4798,                0.96185,                0.29556,                0.99254,                0.93963,                0.51027,                 1.5676,                 0.7971,                 2.3167,               0.001882,               0.001882,               0.001882
                     84,                0.51727,                0.58921,                 1.1318,                0.06871,                0.89735,                 0.4037,                0.29509,                 1.0052,                 2.5723,                 1.7022,               0.001783,               0.001783,               0.001783
                     84,                0.91338,                0.48364,                0.97588,                  0.311,                0.97015,                0.93883,                0.49776,                 1.5843,                0.80308,                 2.2917,               0.001783,               0.001783,               0.001783
                     85,                0.50585,                0.58839,                 1.1143,                0.06941,                 0.8905,                0.40674,                0.29693,                 1.0529,                  2.279,                 1.7625,               0.001684,               0.001684,               0.001684
                     85,                0.89329,                0.47353,                0.96784,                0.30394,                0.97761,                0.92825,                0.49421,                 1.6076,                0.77271,                 2.2614,               0.001684,               0.001684,               0.001684
                     86,                0.49899,                0.58608,                  1.113,                0.08271,                 0.8909,                0.40795,                0.30341,                 1.0084,                 2.5623,                 1.7156,               0.001585,               0.001585,               0.001585
                     86,                0.88884,                0.47356,                0.97003,                0.23374,                0.99254,                0.91948,                0.48118,                 1.6009,                0.80393,                  2.227,               0.001585,               0.001585,               0.001585
                     87,                0.50155,                0.56195,                 1.1148,                0.06717,                0.87383,                0.41996,                0.30382,                 1.0282,                 2.3151,                 1.7346,               0.001486,               0.001486,               0.001486
                     87,                0.89382,                 0.4693,                0.96311,                0.29167,                0.99254,                0.93401,                0.49859,                 1.5682,                 0.7914,                 2.2115,               0.001486,               0.001486,               0.001486
                     88,                 0.4912,                0.55867,                 1.1047,                0.06843,                0.87624,                0.40411,                0.29794,                 1.0236,                 2.3679,                  1.732,               0.001387,               0.001387,               0.001387
                     88,                 0.8734,                0.46603,                 0.9506,                0.29268,                0.98507,                  0.928,                0.49652,                 1.5783,                0.71856,                 2.2747,               0.001387,               0.001387,               0.001387
                     89,                0.48525,                 0.5477,                 1.1064,                0.07775,                0.86008,                0.42744,                0.31791,                0.99705,                 2.3821,                 1.7102,               0.001288,               0.001288,               0.001288
                     89,                0.85798,                0.45907,                0.95516,                0.23878,                0.99254,                0.93747,                0.50706,                  1.575,                0.80808,                 2.2949,               0.001288,               0.001288,               0.001288
                     90,                0.50029,                  0.573,                 1.1178,                0.07901,                0.89491,                0.42737,                 0.3116,                0.97423,                  2.343,                 1.6746,               0.001189,               0.001189,               0.001189
                     90,                0.86403,                0.46714,                0.95477,                0.25382,                0.99254,                 0.9414,                0.49747,                 1.5726,                0.76511,                 2.2806,               0.001189,               0.001189,               0.001189
                     91,                0.48239,                0.53601,                 1.0985,                0.07659,                 0.8905,                0.43295,                0.32222,                 1.0176,                 2.2684,                 1.7328,                0.00109,                0.00109,                0.00109
                     91,                0.86797,                0.45256,                0.94954,                0.27824,                0.99254,                0.94216,                0.51359,                 1.5667,                0.76489,                 2.2884,                0.00109,                0.00109,                0.00109
                     92,                0.48059,                0.54307,                 1.0988,                0.07661,                0.88391,                0.40094,                0.29909,                 1.0187,                 2.2862,                 1.7187,               0.000991,               0.000991,               0.000991
                     92,                0.84367,                0.44612,                0.94759,                0.26036,                0.98507,                0.92372,                0.49908,                 1.5778,                0.76949,                 2.2904,               0.000991,               0.000991,               0.000991
                     93,                0.48577,                0.54779,                 1.1123,                0.08214,                0.86976,                0.41483,                0.30689,                 1.0345,                 2.3399,                 1.7258,               0.000892,               0.000892,               0.000892
                     93,                0.85065,                 0.4614,                 0.9544,                0.26531,                0.97015,                0.89902,                0.48223,                 1.5703,                0.74611,                 2.2468,               0.000892,               0.000892,               0.000892
                     94,                0.49213,                0.54315,                 1.1061,                0.08232,                0.86857,                0.39577,                 0.2952,                0.99662,                 2.5253,                 1.7141,               0.000793,               0.000793,               0.000793
                     94,                0.84258,                0.45269,                0.95396,                0.33249,                0.98507,                 0.9359,                0.50492,                 1.5755,                0.77194,                 2.3056,               0.000793,               0.000793,               0.000793
                     95,                0.48313,                 0.5413,                 1.1084,                0.07928,                0.86857,                0.41253,                0.29901,                0.99659,                 2.3332,                 1.7122,               0.000694,               0.000694,               0.000694
                     95,                0.85217,                0.45092,                0.95534,                0.31884,                0.98507,                 0.9284,                0.50558,                 1.5861,                0.76678,                  2.358,               0.000694,               0.000694,               0.000694
                     96,                 0.4681,                0.52164,                 1.0925,                0.08865,                 0.8811,                0.44304,                0.32556,                  1.009,                 2.1206,                 1.7126,               0.000595,               0.000595,               0.000595
                     96,                0.83458,                0.45079,                0.94831,                0.28571,                0.98507,                 0.9417,                0.49778,                 1.5921,                0.74243,                 2.3719,               0.000595,               0.000595,               0.000595
                     97,                 0.4688,                0.53114,                 1.0942,                0.08466,                0.86413,                0.42692,                0.31963,                0.97866,                 2.3409,                 1.6922,               0.000496,               0.000496,               0.000496
                     97,                0.83292,                0.44618,                 0.9605,                0.28025,                0.98507,                0.92301,                0.49192,                 1.5545,                0.76326,                 2.2775,               0.000496,               0.000496,               0.000496
                     98,                0.46597,                0.52213,                 1.0884,                0.08788,                0.87828,                0.41885,                0.30884,                 1.0127,                 2.4914,                 1.7124,               0.000397,               0.000397,               0.000397
                     98,                0.84344,                0.44943,                 0.9486,                0.30769,                0.98507,                0.92236,                0.49575,                 1.5738,                0.75233,                 2.3088,               0.000397,               0.000397,               0.000397
                     99,                0.47219,                0.52104,                 1.0936,                0.08638,                0.87828,                 0.4146,                 0.3036,                0.99064,                  2.367,                 1.7049,               0.000298,               0.000298,               0.000298
                     99,                0.82454,                0.44337,                0.95102,                0.28419,                0.99254,                0.93587,                0.49939,                 1.5554,                0.76134,                 2.2863,               0.000298,               0.000298,               0.000298
